GeneID,T0,T30min,T3h,T6h,T12h,T24h,T4d
ENSG00000084623,40.1781059,39.68734601,39.26982337,34.73220831,37.83150648,38.99286434,49.29492893
ENSG00000104131,26.10606398,26.24363624,26.53152606,22.41658856,20.13176594,24.37298338,24.23295342
ENSG00000178982,53.48993406,51.95709801,48.94881944,47.77704238,48.60673019,50.07504684,39.26163594
ENSG00000100129,39.43406691,34.72642774,32.54463535,34.43512099,41.44576647,38.99286434,27.99543829
ENSG00000149100,37.42839656,33.09803474,41.40605956,41.64624045,32.05544612,35.94379826,29.65348247
ENSG00000161960,39.8060864,37.98321378,38.39950492,38.59434346,44.65468889,41.57284334,42.7690371
ENSG00000156976,52.66502126,50.10148736,52.90481239,54.12390782,52.69388402,57.24817025,36.58325688
ENSG00000141543,39.59581451,40.82343415,42.35549787,49.18145516,38.9461848,42.72601577,19.85401622
ENSG00000063046,51.30634135,51.8434892,48.2894873,48.53326465,48.23517076,45.99008009,39.49546267
ENSG00000151247,50.8372733,46.6553533,48.63234001,46.88578042,40.02708498,52.3618464,43.83188591
ENSG00000175766,43.04103857,48.05652869,43.04120331,48.8573599,41.07420704,40.77148622,40.70711034
ENSG00000135930,55.36620632,60.17480227,58.20584295,60.95691615,66.98203334,59.00724683,42.23761266
ENSG00000163412,53.44140978,58.20558283,56.9662985,62.33432099,63.97577971,58.94861095,53.29124055
ENSG00000187840,30.99084176,27.83415965,27.2436048,23.65895372,24.18514163,26.32751292,32.84202898
ENSG00000148730,52.17977843,55.66831929,52.32460011,55.85241586,57.01748475,52.42048229,78.43824396
ENSG00000243056,47.47292303,49.98787855,48.47410029,53.09760618,52.66010588,46.67416544,27.2514441
ENSG00000184708,44.39971848,41.88378308,46.70709011,42.40246272,42.15510721,42.66737989,49.20990103
ENSG00000114867,46.09806837,41.88378308,43.27856289,40.89001818,36.95327507,41.47511685,49.93263823
ENSG00000110321,45.64517507,43.36069767,48.31586057,50.53185206,44.51957638,44.58281882,29.14331503
ENSG00000075151,44.65851465,44.3074378,43.59504232,44.83317714,51.91698702,45.01281534,31.7154092
ENSG00000106682,39.87078546,40.86130374,41.06320683,44.022939,38.23684405,38.7974114,50.20897892
ENSG00000100664,35.50360003,35.180863,34.70724482,37.40599417,38.23684405,35.3574394,28.20800805
ENSG00000132507,47.31117543,45.82222201,43.19944303,39.70166891,44.58713263,46.90870898,62.70808121
ENSG00000163577,30.08505515,34.27199248,31.0941046,34.57016068,36.24393432,31.09656499,12.05270578
ENSG00000253626,50.20645763,54.07779588,43.75328204,44.56309776,58.63883503,49.44959738,44.1294836
ENSG00000158417,27.06037488,27.22824596,29.03698826,25.14439032,20.43576912,27.2265965,16.51667088
ENSG00000242372,37.23429943,41.92165269,37.76654605,33.92197017,37.22350013,39.40331555,34.3725313
ENSG00000141642,45.79074792,50.13935697,46.83895654,42.83458972,46.44492983,46.77189192,28.9945162
ENSG00000006744,49.98001097,44.26956819,54.75094244,49.4245266,50.66719617,49.68414092,45.55370102
ENSG00000197561,50.90197234,48.8517904,56.78168549,52.39539978,65.3944612,55.17636894,85.94195674
ENSG00000066044,38.46358126,41.12639099,32.70287507,40.13379592,38.27062217,36.15879652,48.01951033
ENSG00000107105,58.95700323,55.13814483,58.46957582,55.47430472,56.91615036,59.82814924,103.8403311
ENSG00000196361,29.37336566,26.24363624,27.63920409,31.08613667,25.53626687,30.08020964,21.34200459
ENSG00000162374,30.00418134,24.4258952,27.92931023,30.41093823,25.46871062,28.73158425,37.90118942
ENSG00000120690,27.14124867,26.47085387,29.69632043,28.87148576,32.12300237,29.22021663,40.8346522
ENSG00000109381,36.89462945,38.0968226,42.091765,39.9717483,44.58713263,37.15560658,31.33278362
ENSG00000163435,55.80292487,54.45649194,52.45646653,54.23193958,61.6788668,56.66181139,75.1221556
ENSG00000102034,58.71438182,53.32040379,58.70693539,50.47783619,60.73307915,54.76591774,44.660908
ENSG00000135374,33.70820158,30.97733685,36.57974816,31.54527163,39.65552554,34.4779011,44.7671929
ENSG00000225968,64.55347047,58.66001809,61.73986333,62.49636862,57.18637542,60.80541402,43.00286382
ENSG00000166897,54.25014783,49.95000893,62.7420482,59.39045574,60.9019698,61.11813874,50.84668822
ENSG00000126767,32.83476449,32.79507789,37.6346796,31.49125574,35.70348424,38.21105253,22.787479
ENSG00000111145,36.06971665,42.18673993,37.87203918,39.08048634,46.64759862,38.52377725,62.13414284
ENSG00000158711,46.7450588,44.79974268,48.13124758,48.93838372,53.57211541,51.01322102,57.54263587
ENSG00000105656,44.31884467,37.86960497,44.72909364,41.67324839,37.8652846,40.96693919,25.33831621
ENSG00000118985,35.79474573,35.74890707,40.40387467,37.81111324,35.6697061,34.20426696,44.660908
ENSG00000128886,55.17210919,50.93461868,58.8915484,58.14809058,50.53208364,54.86364422,67.02324748
ENSG00000155849,25.42672403,28.85663898,29.14248141,27.62912061,18.61175006,22.80935974,10.79854415
ENSG00000062598,49.75356431,42.45182715,44.51810734,51.28807433,49.92407729,43.84009761,21.85217203
ENSG00000102890,27.01185059,30.33355357,24.94912888,30.4649541,28.37362986,29.65021314,40.53705454
ENSG00000110675,69.87496679,61.34876004,64.4826851,66.70960695,82.8577548,68.11535451,75.65358001
ENSG00000179387,45.79074792,46.88257093,40.85222055,47.83105826,45.09380459,42.39374574,80.62771255
ENSG00000115459,53.37671074,51.01035788,49.10705916,55.44729679,51.20764627,52.34230112,36.58325688
ENSG00000049540,37.12107611,41.69443506,45.04557308,41.72726426,34.21724647,36.78424595,36.43445803
ENSG00000130165,38.86795028,44.83761227,45.67853195,44.455066,46.71515487,42.82374224,40.21819989
ENSG00000066322,44.38354373,42.37608795,40.7203541,36.94685923,43.03333861,44.19191293,29.27085689
ENSG00000197977,30.3115018,31.77259855,31.35783746,31.32920811,32.5958962,28.77067485,34.35127433
ENSG00000119915,37.44457133,36.80925602,42.35549787,39.80970067,43.33734179,38.97331906,41.74870222
ENSG00000118402,37.16960039,41.2399998,38.18851862,42.72655798,35.80481863,36.37379475,19.72647436
ENSG00000012660,38.77090171,39.91456364,42.59285745,39.6206451,39.82441619,37.27287835,67.66095678
ENSG00000170522,38.2371346,38.9678235,40.85222055,37.62205769,31.00832406,38.99286434,47.50934289
ENSG00000164181,63.64768388,66.23393908,68.99251707,69.89654363,69.14383372,63.63948185,65.4502312
ENSG00000134759,39.85461068,35.8246463,39.03246379,41.16009756,43.60756684,39.95058381,29.185829
ENSG00000134014,44.33501944,51.23757551,44.99282649,44.455066,46.00581412,43.8205523,71.8485812
ENSG00000109911,60.65535312,60.74284635,60.55306544,61.7131384,61.84775747,63.30721184,63.30327657
ENSG00000170291,37.23429943,36.88499522,36.94897416,34.81323212,33.94702143,37.37060482,25.91225457
ENSG00000163832,39.91930974,37.56664811,34.91823112,36.27166077,48.50539579,38.03514488,42.28012662
ENSG00000169393,28.19260813,36.58203839,29.90730671,32.3825177,29.72475509,32.58200746,29.88730923
ENSG00000170571,73.12609372,72.14159745,72.18368472,67.97898003,71.27185595,72.70849892,61.26260681
ENSG00000127463,31.37903602,39.04356271,35.26108383,35.92055759,40.97287264,38.68013962,46.72283476
ENSG00000161671,47.90964158,44.38317701,42.80384373,48.02011382,38.03417527,45.09099651,24.44552319
ENSG00000104412,32.47891974,36.24121195,32.83474149,33.40881935,26.31316387,32.13246565,29.35588479
ENSG00000125037,70.2793358,67.14280959,65.88046927,70.11260714,71.30563407,64.85129017,63.28201958
ENSG00000128463,46.11424312,44.64826425,45.01919978,50.07271712,45.39780777,47.49506785,42.38641152
ENSG00000127774,40.45307685,41.9595223,41.40605956,38.1352085,31.54877416,38.83650197,54.71545798
ENSG00000134153,41.61765962,42.11100071,42.25000472,45.07624858,37.79772834,40.34148973,35.92429059
ENSG00000131148,43.81742709,50.59379223,46.28511753,47.37192331,59.5846227,49.39096149,38.85775337
ENSG00000100908,23.06520894,21.32058759,21.0458825,24.90131887,27.49539846,24.19707573,17.30317902
ENSG00000164035,40.12958162,44.87548188,44.67634706,45.80546291,46.07337038,37.62469367,42.91783592
ENSG00000102119,50.06088478,56.19849375,55.67400746,52.66547917,55.02457504,51.46276282,31.86420806
ENSG00000154920,41.69853342,40.40686848,36.71161459,41.32214519,39.38530048,40.04831029,41.98252894
ENSG00000197774,50.57847711,48.7760512,45.86314494,46.39963754,52.9978872,49.29323503,44.93724872
ENSG00000126749,36.24763902,37.68025693,36.02590915,39.89072448,36.37904685,39.91149323,24.53055109
ENSG00000186998,27.78823911,29.42468305,30.51389229,28.41235081,25.53626687,27.73477419,26.67750573
ENSG00000138080,47.63467065,46.6553533,43.88514847,46.8587725,46.37737356,46.59598426,59.58330564
ENSG00000132205,45.30550509,48.17013751,37.18633374,41.37616106,43.77645749,41.35784508,24.46678016
ENSG00000183798,42.08672768,48.96539921,37.8456659,43.3207326,38.81107227,40.63466916,17.45197786
ENSG00000066629,51.8239337,54.53223114,52.06086724,57.68895564,60.15885091,53.84728885,24.46678016
ENSG00000125746,50.65935092,46.35239647,52.73338604,48.73582418,48.08316917,45.26690417,67.66095678
ENSG00000149499,19.86260629,28.17498609,23.26123855,17.98728673,14.28814932,21.48027965,30.90764411
ENSG00000143924,31.13641461,27.19037637,29.51170742,32.92267647,30.23142706,28.26249716,36.26440223
ENSG00000165521,55.98084724,54.07779588,58.52232239,60.63282089,64.92156735,56.07545252,73.50662538
ENSG00000214595,40.38837779,44.64826425,46.23237096,42.94262147,42.42533225,39.36422495,19.13127902
ENSG00000134531,57.45275047,56.08488494,61.81898319,64.84605923,74.88611594,61.89995057,70.14802306
ENSG00000213853,60.13776076,57.59966914,59.97285314,56.41958256,57.25393167,61.17677463,55.03431263
ENSG00000142227,42.96016476,43.81513293,42.88296359,41.59222458,44.68846702,42.92146872,39.85683128
ENSG00000135638,44.14092231,40.86130374,42.64560401,38.4863117,36.14259993,42.17874749,40.30322779
ENSG00000170370,33.95082299,37.98321378,35.60393656,37.5680418,31.92033359,36.53015712,24.72186388
ENSG00000163064,43.08956285,44.38317701,39.32256993,43.59081199,40.43242254,40.8301221,50.14520799
ENSG00000164778,48.0713892,44.08022017,47.07631612,45.77845497,44.9924702,42.94101401,35.03149757
ENSG00000154380,68.4677626,70.2859868,75.79682494,70.76079766,69.00872119,72.63031775,51.08051497
ENSG00000132464,20.29932484,24.76672164,26.95349864,26.81888247,29.72475509,26.89432649,26.31613714
ENSG00000171617,43.25131046,44.79974268,48.02575443,45.61640734,54.3152343,50.56367922,68.34118005
ENSG00000149218,34.29049297,34.61281893,29.32709441,30.4649541,20.30065661,28.45795011,16.98432437
ENSG00000167136,57.50127475,61.65171687,60.57943872,55.79839997,60.15885091,55.60636543,73.95302189
ENSG00000111405,41.06771774,43.20921927,40.85222055,42.48348653,47.79605505,37.82014662,101.24698
ENSG00000173818,35.50360003,39.53586758,40.98408697,34.94827182,36.64927189,35.3183488,31.14147083
ENSG00000106991,46.11424312,49.07900803,48.2894873,48.77633609,48.9445115,56.83771904,59.85964635
ENSG00000167280,49.10657388,47.14765818,43.4368026,47.91208208,41.95243843,49.8405033,51.88828009
ENSG00000168913,40.27515447,36.88499522,36.289642,39.02647045,40.63509133,40.28285384,38.26255803
ENSG00000124074,48.44340868,48.1322679,45.65215866,42.99663735,50.09296795,43.8205523,63.74967308
ENSG00000151023,40.66334873,36.50629919,37.31820017,35.92055759,38.37195656,38.64104903,83.98631488
ENSG00000074800,44.83643702,41.05065178,43.4368026,47.66901064,40.29731001,40.8301221,27.2514441
ENSG00000111674,53.02086601,54.83518797,49.60815161,52.55744741,52.49121523,50.87640396,37.94370338
ENSG00000108515,40.69569826,44.64826425,42.93571016,38.2702482,41.64843525,42.25692868,13.98709066
ENSG00000188316,36.81375566,34.84003656,41.22144655,35.67748615,36.2101562,35.74834531,27.33647202
ENSG00000145293,49.49476814,49.53344329,47.39279555,46.2916058,50.46452739,46.8109825,52.44096147
ENSG00000132199,35.6329981,37.30156089,40.21926168,40.16080385,45.26269524,40.4587615,46.0426115
ENSG00000120658,51.96950655,48.96539921,51.58614808,53.17863,49.75518664,54.25774005,31.97049292
ENSG00000165675,46.97150545,44.57252505,44.64997378,45.99451847,54.95701879,45.26690417,66.83193469
ENSG00000138792,56.96750765,53.88844787,50.16199062,49.66759805,46.54626422,53.00684115,32.67197315
ENSG00000197594,45.98484505,48.39735514,40.95771368,43.34774055,52.15343392,47.98370022,26.20985225
ENSG00000136960,29.486589,33.28738276,34.04791267,35.89354965,28.37362986,36.33470417,33.84110689
ENSG00000154269,39.85461068,39.91456364,42.69835058,39.43158952,45.49914216,37.0578801,22.91502086
ENSG00000001561,44.88496131,45.17843871,46.23237096,46.66971692,46.64759862,48.78505734,36.94462547
ENSG00000112796,42.94399001,40.14178127,47.49828871,41.59222458,41.37821021,45.65781009,43.64057312
ENSG00000164303,38.90029981,34.04477485,39.61267608,38.86442283,44.55335449,39.11013612,33.52225224
ENSG00000182156,59.49077034,53.81270864,56.04323348,54.98816183,66.54291763,59.96496633,88.72662067
ENSG00000143420,57.08073097,56.12275455,55.83224718,60.63282089,53.60589355,51.81457814,94.23217765
ENSG00000176177,54.37954592,56.50145061,56.43883277,56.68966193,61.03708233,59.33951686,67.87352654
ENSG00000138185,36.78140613,42.41395756,36.5006283,39.6206451,43.10089488,41.08421096,47.65814172
ENSG00000054179,53.2311379,48.62457277,52.74657268,47.58798682,42.01999468,47.43643196,47.16923127
ENSG00000168032,33.5302792,32.64359948,34.97097769,37.18993067,31.41366163,36.76470067,27.63406968
ENSG00000197217,41.06771774,44.34530742,42.83021702,43.86089137,40.60131319,41.57284334,49.84761033
ENSG00000187097,40.50160113,45.63287397,42.38187114,40.97104199,43.20222928,43.68373524,38.70895454
ENSG00000197586,46.4539131,42.7926536,48.86969958,43.50978817,46.20848291,50.07504684,43.85314291
ENSG00000198018,66.64001462,79.26108317,69.46723622,70.24764683,69.54917128,63.56130067,77.65173583
ENSG00000188833,61.86846018,58.01623479,55.17291503,55.93343967,64.41489539,62.25176589,40.06940104
ENSG00000120533,38.65767839,32.37851224,41.48517942,33.00370028,37.83150648,35.47471117,52.80233008
ENSG00000163378,38.15626079,39.00569312,36.94897416,33.59787491,38.37195656,35.29880351,23.65901505
ENSG00000163508,54.23397307,47.48848462,48.89607288,46.99381218,44.31690759,45.42326654,33.94739176
ENSG00000100393,37.81659082,38.51338824,44.12250804,39.2695419,38.50706909,41.3187545,51.93079403
ENSG00000183495,34.40371629,34.65068854,36.07865571,35.56945439,35.87237489,35.98288886,19.76898832
ENSG00000116016,47.14942783,49.95000893,51.13780222,50.82893939,44.82357955,43.05828578,71.42344166
ENSG00000159023,32.36569642,29.34894385,30.77762516,29.35762865,27.66428911,31.80019562,19.55641855
ENSG00000088367,34.22579391,37.94534417,27.9820568,29.27660483,41.27687582,37.48787659,59.92341728
ENSG00000079819,56.5307891,52.18431564,56.17509991,54.44800308,56.47703467,51.71685165,47.36054406
ENSG00000082397,43.8983009,38.66486667,42.75109716,40.43088324,42.32399786,38.87559257,43.83188591
ENSG00000129595,47.84494254,56.31210257,46.94444969,46.26459785,44.75602328,52.38139169,52.29216264
ENSG00000095203,39.1914455,36.35482076,37.55555974,38.7023752,36.44660311,37.62469367,44.78844986
ENSG00000115109,57.32335238,60.21267189,57.78387038,59.12037635,68.16426791,62.89676064,69.25523004
ENSG00000166947,54.83243922,54.1156655,59.26077441,52.53043948,46.58004234,56.75953787,70.80698932
ENSG00000120616,36.97550326,36.77138641,41.77528556,44.40105013,42.22266347,41.92465865,48.52967777
ENSG00000135999,30.84526891,30.59864082,30.98861145,29.81676359,30.06253639,29.49385077,21.29949064
ENSG00000119888,46.06571884,44.91335149,50.37297691,47.15585981,46.00581412,48.43324203,84.81533697
ENSG00000086289,42.99251429,45.40565634,45.30930593,46.48066135,42.59422292,38.87559257,36.24314524
ENSG00000152223,33.49792967,30.63651041,36.21052214,32.05842244,30.53543023,31.35065385,27.95292433
ENSG00000182585,60.5421298,61.84106491,59.39264083,62.25329717,65.09045802,63.73720833,31.99174992
ENSG00000146904,39.96783402,39.99030284,43.38405604,39.0534784,33.6767964,39.71604027,51.61193938
ENSG00000183317,59.5878189,60.85645516,58.52232239,61.63211459,65.42823932,64.16720482,38.34758593
ENSG00000142627,37.67101797,40.55834691,37.34457346,42.34844683,37.5275033,38.7974114,34.47881619
ENSG00000044524,50.52995283,40.10391165,48.6587133,45.61640734,52.4574371,45.99008009,48.78476149
ENSG00000116106,33.19060923,35.14299341,34.5490051,36.29866872,26.75227958,29.90430198,46.5952929
ENSG00000145242,36.87845469,36.08973352,40.19288838,35.89354965,41.44576647,37.93741839,45.36238823
ENSG00000080224,35.90796905,37.60451773,35.47207013,33.75992254,35.56837171,35.70925471,35.28658129
ENSG00000135333,41.16476631,41.08852137,44.91370663,43.69884375,43.20222928,42.72601577,37.07216733
ENSG00000070886,44.1894466,49.19261684,45.20381279,40.29584355,37.96661899,43.93782407,46.40398011
ENSG00000154928,60.52595502,56.95588587,54.8300623,59.60651924,51.81565262,56.79862847,66.13045446
ENSG00000133216,33.64350252,31.46964172,38.6104912,35.81252583,24.89448238,31.89792211,38.51764175
ENSG00000182580,46.85828213,47.07191897,45.33567922,44.75215333,48.70806458,41.84647748,72.76263119
ENSG00000196411,38.26948413,42.37608795,33.88967295,39.89072448,32.4945618,37.58560307,73.59165328
ENSG00000143819,63.08156724,65.32506856,62.21458248,64.27889253,66.74558642,64.24538602,38.283815
ENSG00000120915,39.14292122,38.58912745,38.0302789,40.10678798,29.58964256,36.54970241,30.50376153
ENSG00000105131,45.49960222,52.18431564,55.75312732,49.18145516,50.59963992,49.43005209,60.19975797
ENSG00000172031,32.94798781,30.63651041,37.39732003,34.30008131,42.62800104,32.95336806,43.06663475
ENSG00000112425,42.4102229,43.5879153,40.27200824,41.53820869,47.82983319,40.4196709,57.11749636
ENSG00000178567,53.03704077,51.1997059,47.99938114,51.63917753,52.8965528,53.53456413,54.9705417
ENSG00000063245,33.99934727,37.33943048,36.76436115,36.5687481,34.48747153,35.84607177,31.92797899
ENSG00000072134,41.73088294,46.20091804,43.33130945,42.37545478,39.14885358,43.37101052,37.11468129
ENSG00000049283,39.23996978,33.81755722,38.68961106,39.08048634,33.30523694,38.308779,26.89007551
ENSG00000130427,35.9241438,32.45425144,37.42369332,35.40740676,29.65719882,32.75791511,57.0749824
ENSG00000187266,38.93264931,39.19504113,37.29182689,36.02858933,34.4536934,34.98607879,26.443679
ENSG00000101448,57.69537188,53.73696944,48.73783316,61.98321779,58.36860999,58.51861446,36.22188827
ENSG00000261150,43.81742709,48.24587671,45.54666551,48.8573599,54.38279055,50.83731336,49.82635334
ENSG00000085832,45.03053415,50.13935697,43.70053547,47.45294712,41.27687582,42.68692518,65.40771726
ENSG00000127527,33.28765779,31.88620737,30.80399845,31.43723987,30.13009266,33.24654749,41.83373011
ENSG00000151491,63.90648004,55.78192811,64.64092482,65.92637674,64.44867353,65.105379,60.68866844
ENSG00000131037,45.3378546,47.18552779,39.21707678,48.23617733,45.73558908,42.25692868,64.23858353
ENSG00000177106,52.40622509,51.50266275,54.4608363,52.42240772,52.38988084,56.13408841,56.60732892
ENSG00000198758,45.41872841,43.89087216,44.99282649,47.56097888,47.12049244,45.65781009,64.25984052
ENSG00000133106,52.60032222,55.74405849,50.55758992,53.79981256,60.73307915,59.16360921,35.62669293
ENSG00000121053,34.56546389,36.01399432,34.41713867,37.75709737,35.87237489,35.14244114,39.34666384
ENSG00000083782,40.42072732,37.79386574,40.27200824,38.99946253,39.08129731,37.80060133,33.43722431
ENSG00000120160,33.99934727,34.23412289,29.24797455,29.92479535,32.2581149,32.71882452,28.31429294
ENSG00000132591,43.20278617,45.67074358,47.3136757,44.61711363,49.51873972,49.54732386,36.75331268
ENSG00000164307,73.6275113,71.19485732,74.50453391,72.78639301,79.41238546,70.2848823,66.95947655
ENSG00000164308,48.81542819,52.14644603,54.065237,47.53397094,48.91073336,48.53096851,50.31526381
ENSG00000187682,59.86278984,64.37832842,59.23440112,60.90290026,62.05042625,61.45040877,106.5612241
ENSG00000141736,42.00585388,46.04943964,42.35549787,42.7535659,40.4999788,41.69011511,55.94836262
ENSG00000065361,42.23230052,37.26369128,40.53574111,36.73079573,39.08129731,37.44878601,54.22654751
ENSG00000178568,50.70787521,52.60088129,51.50702822,51.93626484,49.68763039,53.10456764,57.0749824
ENSG00000082805,56.02937153,53.50975181,52.58833296,55.60934442,60.9019698,57.81498382,43.23669057
ENSG00000187672,30.27915228,32.52999067,35.28745712,27.92620792,37.0883876,32.7774604,28.86697434
ENSG00000012061,56.43374054,57.37245151,59.12890798,52.85453474,63.90822343,56.83771904,72.23120678
ENSG00000104884,31.81575456,28.66729096,29.53808071,32.22047007,33.06879004,32.69927923,34.58510106
ENSG00000163161,46.98768021,48.1322679,43.88514847,49.18145516,48.60673019,44.03555056,54.90677077
ENSG00000175595,49.94766144,47.90505027,47.63015513,47.53397094,51.17386813,54.84409891,59.75336146
ENSG00000134899,45.27315557,54.9109272,48.68508659,40.29584355,46.68137673,50.52458864,48.0407673
ENSG00000186871,32.59214308,36.54416878,37.37094675,35.21835119,32.93367751,32.69927923,12.43533136
ENSG00000182150,55.52795393,55.97127612,54.96192873,51.6931934,54.14634365,53.90592473,58.07406031
ENSG00000049167,47.06855402,43.66365453,47.44554212,42.5375024,52.79521841,45.01281534,33.11836966
ENSG00000124882,42.79841716,42.94413202,42.19725815,43.02364529,49.41740533,41.61193394,45.61747195
ENSG00000105722,35.50360003,35.67316787,36.71161459,39.9717483,35.7710405,37.4292407,31.80043713
ENSG00000157554,63.98735385,67.18067921,61.55525032,62.76644799,66.91447708,61.48949937,40.7496243
ENSG00000113719,47.9419911,47.67783264,48.81695302,48.80334403,57.76060364,53.59320001,45.65998592
ENSG00000087502,45.80692267,43.28495847,40.40387467,47.69601856,46.91782365,45.26690417,39.19786501
ENSG00000125991,37.5416199,42.52756638,37.23908031,35.24535913,44.62091077,42.84328755,42.45018245
ENSG00000100632,41.455912,42.07313112,32.09628947,33.73291461,47.76227693,44.28963939,37.96496035
ENSG00000104626,47.29500068,48.1322679,50.90044264,46.37262961,47.93116758,48.17915319,58.32914403
ENSG00000196678,31.68635647,34.19625328,33.49407366,32.3825177,30.87321153,33.40290986,47.36054406
ENSG00000117419,35.01835721,39.34651956,35.36657698,38.64835933,37.83150648,39.67694969,61.66648936
ENSG00000104714,50.78874902,55.32749285,48.71145987,45.88648673,51.07253374,49.48868798,44.15074056
ENSG00000068912,43.83360185,42.86839282,42.83021702,41.48419282,39.28396609,40.75194093,58.30788703
ENSG00000107566,57.40422619,50.32870499,51.40153507,52.17933628,61.71264494,54.41410242,63.51584633
ENSG00000147475,36.71670709,37.52877852,38.45225148,37.75709737,36.34526871,37.0187895,32.77825805
ENSG00000164010,39.3531931,37.90747456,39.90278224,36.4337084,35.7710405,34.55608228,28.42057783
ENSG00000130023,56.27199294,57.75114757,61.34426403,63.22558294,49.58629599,58.12770854,53.03615683
ENSG00000136541,50.40055476,51.88135879,48.63234001,47.77704238,45.22891712,49.62550504,23.53147319
ENSG00000099219,42.4102229,40.4447381,52.74657268,47.07483599,54.68679373,45.32554006,57.47886494
ENSG00000178607,55.28533251,48.96539921,53.93337056,54.88013009,60.39529784,56.15363372,98.12220438
ENSG00000134398,36.32851283,38.05895298,36.60612144,38.56733551,37.59505956,40.9083033,30.09987898
ENSG00000139055,69.21180159,65.47654698,65.27388369,66.19645612,64.98912363,65.67219258,46.44649405
ENSG00000089248,67.01203412,61.23515122,71.49797926,60.03864625,68.87360866,63.60039127,80.03251721
ENSG00000023318,41.7470577,45.89796121,46.3378641,39.78269272,44.24935132,44.01600527,35.26532432
ENSG00000116285,49.55946718,43.73939373,46.04775795,44.32002631,45.60047655,51.93184991,70.5731626
ENSG00000213462,38.20478508,38.62699706,37.79291932,45.1572724,36.41282499,41.65102451,31.54535341
ENSG00000244476,36.7490566,33.06016513,35.5248167,36.67677985,39.89197245,37.93741839,42.1313278
ENSG00000226887,51.9856813,54.22927431,53.8542507,55.82540792,48.60673019,53.6518359,30.41873363
ENSG00000269526,47.10090355,46.5038749,48.39498043,43.99593106,34.18346836,45.85326303,31.03518597
ENSG00000268964,57.56597379,59.83397583,52.61470625,57.63493977,57.32148793,57.77589322,49.25241497
ENSG00000242950,55.36620632,54.53223114,59.04978812,55.3932809,54.11256551,55.05909717,48.91230335
ENSG00000149564,62.01403303,58.09197402,61.55525032,55.79839997,59.0441726,60.84450462,72.06115096
ENSG00000141446,59.73339175,58.28132203,57.52013751,60.90290026,57.32148793,56.09499783,69.72288351
ENSG00000171320,41.43973725,43.5121761,37.31820017,40.94403407,40.97287264,41.27966391,37.32725105
ENSG00000139684,47.69936969,52.18431564,46.1532511,47.56097888,49.78896478,47.20188841,37.39102198
ENSG00000089048,51.43573944,49.79853053,52.1399871,46.1565661,51.54542756,55.03955188,50.80417428
ENSG00000164283,33.22295875,35.40808063,34.83911126,35.59646233,35.06169975,34.36062933,40.6645964
ENSG00000135476,56.28816769,58.8114965,51.03230907,58.20210647,58.97661634,58.53815974,80.37262883
ENSG00000187017,47.16560258,48.54883357,46.78620997,48.80334403,56.10547522,48.02279082,48.57219173
ENSG00000144488,44.41589324,45.06482989,39.61267608,39.08048634,43.37111992,42.1592022,30.61004642
ENSG00000091831,34.01552203,37.94534417,35.920416,35.24535913,36.81816256,36.00243415,65.64154399
ENSG00000140009,47.34352496,44.83761227,43.96426832,42.13238333,54.58545934,46.53734838,34.05367665
ENSG00000104413,51.17694328,56.463581,49.4235386,52.39539978,49.99163356,49.11732737,50.5916045
ENSG00000103067,46.59948595,44.26956819,44.5972272,37.7030815,41.54710086,44.01600527,64.57869517
ENSG00000173153,46.58331119,49.30622566,46.04775795,51.50413783,53.26811223,43.97691467,97.80334973
ENSG00000119715,67.77224789,67.33215761,63.29588722,62.2803051,70.52873707,69.28807224,47.78568358
ENSG00000196482,52.35770081,55.17601442,52.06086724,53.55674112,55.59880326,57.69771205,86.96229162
ENSG00000123576,56.44991529,58.8114965,58.94429497,66.92567045,69.27894622,61.60677114,100.2053881
ENSG00000139641,31.29816221,39.23291075,37.87203918,36.59575603,42.96578235,37.54651247,54.52414519
ENSG00000117868,57.16160478,62.40910898,58.75968196,55.28524916,61.57753241,60.43405342,67.02324748
ENSG00000158220,51.48426373,56.27423298,55.91136704,57.6619477,58.1659412,50.46595276,55.67202193
ENSG00000143971,56.90280861,55.32749285,60.68493187,63.03652737,74.71722529,61.35268228,83.98631488
ENSG00000120705,63.08156724,65.02211172,65.69585628,61.65912253,69.51539315,65.5940114,63.94098587
ENSG00000140374,44.48059229,46.12517884,44.12250804,48.96539166,40.16219751,50.34868098,15.30502321
ENSG00000105379,27.41621961,25.86494018,23.57771799,25.4954935,27.29272968,23.23935624,26.03979643
ENSG00000171503,45.40255366,47.63996305,47.41916885,46.07554228,43.60756684,47.51461313,78.37447303
ENSG00000105755,37.21812467,47.75357186,39.92915551,41.05206581,40.63509133,39.52058732,55.65076497
ENSG00000139163,60.72005215,63.81028435,61.7662366,63.49566231,63.77311092,62.42767355,84.83659394
ENSG00000143845,39.30466882,41.12639099,43.38405604,40.1878118,33.98079957,40.75194093,23.61650109
ENSG00000164089,36.78140613,31.92407698,38.25445184,36.90634732,35.82170769,37.0578801,21.01252145
ENSG00000134954,39.98400877,40.55834691,37.37094675,37.94615294,41.95243843,42.31556457,35.79674873
ENSG00000157557,39.11057169,39.42225876,40.43024796,38.4863117,36.64927189,40.61512387,39.72928942
ENSG00000006468,29.42188995,27.45546359,26.16230004,25.73856494,29.28563939,27.96931773,25.33831621
ENSG00000105672,34.69486198,42.75478401,33.04572778,37.75709737,41.00665076,39.48149672,33.03334177
